Address,Latitude,Longitude,Date,ETo (mm/day),qc,Sol Rad Avg (W/sq.m),qc
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/27/2014,2.58, ,240, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/28/2014,3.73, ,309, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/29/2014,5.35, ,314, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,4/30/2014,6.5, ,317, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/1/2014,4.94, ,303, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/2/2014,4.85, ,280, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/3/2014,3.8, ,293, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/4/2014,2.79, ,174, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/5/2014,2.98, ,216, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/6/2014,4.06, ,319, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/7/2014,4.58, ,312, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/8/2014,2.02, ,126, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/9/2014,3.78, ,302, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/10/2014,3.85, ,271, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/11/2014,4.58, ,332, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/12/2014,5.2, ,322, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/13/2014,5.76, ,333, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/14/2014,5.91, ,335, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/15/2014,4.9, ,254, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/16/2014,5.44, ,322, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/17/2014,5.12, ,315, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/18/2014,4.41, ,297, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/19/2014,3.14, ,229, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/20/2014,4.86, ,301, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/21/2014,6.09, ,345, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/22/2014,5.76, ,342, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/23/2014,4.95, ,207, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/24/2014,6.2, ,344, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/25/2014,6.64, ,342, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/26/2014,5.81, ,349, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/27/2014,5.58, ,349, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/28/2014,4.89, ,345, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/29/2014,5.54, ,351, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/30/2014,5.68, ,340, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,5/31/2014,6.4, ,354, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/1/2014,6.28, ,335, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/2/2014,5.41, ,315, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/3/2014,6.23, ,352, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/4/2014,6.87, ,357, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/5/2014,7.33, ,357, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/6/2014,7.37, ,358, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/7/2014,8.13, ,358, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/8/2014,7.58, ,353, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/9/2014,7.89, ,356, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/10/2014,8.31, ,357, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/11/2014,7.28, ,359, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/12/2014,6.16, ,357, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/13/2014,5.71, ,332, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/14/2014,5.86, ,310, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/15/2014,6.16, ,310, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/16/2014,5.5, ,356, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/17/2014,6.23, ,359, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/18/2014,6.31, ,361, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/19/2014,6.58, ,336, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/20/2014,6.57, ,359, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/21/2014,6.39, ,348, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/22/2014,6.97, ,349, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/23/2014,7.19, ,348, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/24/2014,6.25, ,312, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/25/2014,2.71, ,147, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/26/2014,4.2, ,197, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/27/2014,5.94, ,337, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/28/2014,6.37, ,357, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/29/2014,7.02, ,357, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,6/30/2014,7.82, ,357, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/1/2014,7.42, ,349, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/2/2014,7.05, ,339, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/3/2014,7.18, ,347, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/4/2014,7.41, ,341, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/5/2014,6.81, ,353, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/6/2014,7.37, ,352, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/7/2014,8.09, ,349, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/8/2014,4.39, ,142, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/9/2014,5.67, ,225, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/10/2014,6.65, ,348, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/11/2014,5.45, ,266, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/12/2014,6.92, ,342, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/13/2014,7.48, ,340, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/14/2014,7.58, ,341, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/15/2014,6.16, ,328, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/16/2014,5.68, ,259, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/17/2014,6.63, ,331, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/18/2014,6.72, ,343, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/19/2014,6.84, ,341, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/20/2014,7.26, ,339, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/21/2014,5.08, ,279, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/22/2014,5.17, ,230, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/23/2014,5.43, ,302, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/24/2014,6.08, ,336, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/25/2014,6.29, ,336, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/26/2014,6.75, ,334, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/27/2014,5.61, ,233, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/28/2014,7.11, ,305, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/29/2014,6.66, ,281, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/30/2014,6.64, ,260, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,7/31/2014,6.79, ,280, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/1/2014,6.84, ,298, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/2/2014,6.58, ,306, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/3/2014,6.01, ,267, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/4/2014,5.41, ,265, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/5/2014,3.87, ,201, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/6/2014,5.65, ,304, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/7/2014,6.44, ,301, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/8/2014,6.1, ,274, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/9/2014,6.53, ,302, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/10/2014,5.96, ,274, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/11/2014,5.88, ,271, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/12/2014,4.64, ,231, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/13/2014,4, ,192, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/14/2014,4.86, ,247, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/15/2014,5.61, ,297, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/16/2014,5.66, ,270, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/17/2014,5.8, ,293, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/18/2014,5.33, ,255, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/19/2014,5.68, ,264, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/20/2014,5.31, ,275, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/21/2014,5.75, ,279, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/22/2014,4.95, ,256, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/23/2014,5.87, ,295, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/24/2014,5.78, ,280, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/25/2014,5.41, ,293, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/26/2014,5.65, ,290, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/27/2014,5.6, ,280, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/28/2014,5.45, ,279, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/29/2014,6.04, ,271, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/30/2014,5.26, ,215, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,8/31/2014,5.49, ,236, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/1/2014,5.81, ,278, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/2/2014,6.19, ,270, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/3/2014,6.02, ,268, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/4/2014,5.94, ,263, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/5/2014,5.45, ,265, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/6/2014,5.19, ,261, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/7/2014,4.86, ,256, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/8/2014,5.03, ,240, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/9/2014,5.02, ,225, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/10/2014,5.83, ,253, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/11/2014,5.12, ,244, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/12/2014,4.78, ,238, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/13/2014,4.9, ,235, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/14/2014,5.12, ,234, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/15/2014,5.32, ,237, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/16/2014,4.44, ,234, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/17/2014,4.21, ,213, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/18/2014,3.45, ,209, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/19/2014,5.05, ,241, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/20/2014,4.61, ,238, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/21/2014,3.85, ,191, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/22/2014,4.15, ,206, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/23/2014,3.44, ,185, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/24/2014,1.73, ,87, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/25/2014,1.87, ,178, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/26/2014,2.77, ,201, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/27/2014,4.03, ,224, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/28/2014,2.24, ,164, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/29/2014,2.87, ,215, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,9/30/2014,3.19, ,207, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/1/2014,2.79, ,217, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/2/2014,3.53, ,214, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/3/2014,3.75, ,212, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/4/2014,4.02, ,210, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/5/2014,4.01, ,209, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/6/2014,3.57, ,206, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/7/2014,3.84, ,203, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/8/2014,3.55, ,202, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/9/2014,3.32, ,198, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/10/2014,3.45, ,194, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/11/2014,3.76, ,192, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/12/2014,2.49, ,193, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/13/2014,3.47, ,189, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/14/2014,1.43, ,128, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/15/2014,1.69, ,139, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/16/2014,1.97, ,181, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/17/2014,1.5, ,127, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/18/2014,2.06, ,179, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/19/2014,1.91, ,175, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/20/2014,1.05, ,155, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/21/2014,1.37, ,152, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/22/2014,1.19, ,110, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/23/2014,0.45, ,68, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/24/2014,1.6, ,158, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/25/2014,0.81, ,88, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/26/2014,1.06, ,121, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/27/2014,1.3, ,151, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/28/2014,1.29, ,123, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/29/2014,1.35, ,113, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/30/2014,1.22, ,136, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,10/31/2014,0.83, ,106, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/1/2014,1.1, ,123, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/2/2014,1.1, ,145, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/3/2014,1.31, ,134, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/4/2014,1.17, ,92, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/5/2014,1.76, ,136, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/6/2014,1.53, ,132, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/7/2014,1.43, ,102, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/8/2014,1.31, ,133, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/9/2014,1.44, ,125, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/10/2014,1.29, ,125, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/11/2014,0.87, ,124, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/12/2014,1.01, ,104, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/13/2014,0.75, ,103, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/14/2014,1.16, ,111, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/15/2014,1.1, ,105, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/16/2014,0.85, ,116, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/17/2014,0.79, ,125, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/18/2014,0.85, ,92, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/19/2014,0.8, ,66, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/20/2014,0.47, ,84, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/21/2014,0.55, ,69, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/22/2014,0.65, ,83, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/23/2014,0.69, ,82, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/24/2014,0.85, ,115, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/25/2014,0.92, ,117, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/26/2014,0.65, ,110, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/27/2014,0.85, ,105, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/28/2014,0.63, ,75, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/29/2014,0.32, ,61, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,11/30/2014,0.63, ,83, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/1/2014,0.55, ,104, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/2/2014,0.6, ,63, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/3/2014,0.35, ,69, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/4/2014,0.38, ,95, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/5/2014,0.16, ,91, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/6/2014,0.32, ,92, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/7/2014,0.36, ,91, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/8/2014,0.31, ,67, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/9/2014,0.49, ,72, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/10/2014,0.48, ,67, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/11/2014,0.46, ,71, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/12/2014,0.43, ,91, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/13/2014,0.36, ,85, 
"5158 N CA-3, Etna, CA 96027(41.5277, -122.9042)",41.527674,-122.904202,12/14/2014,0.66, ,86, 
