rowcol Oct-1990 Nov-1990 Dec-1990 Jan-1991 Feb-1991 Mar-1991 Apr-1991 May-1991 Jun-1991 Jul-1991 Aug-1991 Sep-1991 Oct-1991 Nov-1991 Dec-1991 Jan-1992 Feb-1992 Mar-1992 Apr-1992 May-1992 Jun-1992 Jul-1992 Aug-1992 Sep-1992 Oct-1992 Nov-1992 Dec-1992 Jan-1993 Feb-1993 Mar-1993 Apr-1993 May-1993 Jun-1993 Jul-1993 Aug-1993 Sep-1993 Oct-1993 Nov-1993 Dec-1993 Jan-1994 Feb-1994 Mar-1994 Apr-1994 May-1994 Jun-1994 Jul-1994 Aug-1994 Sep-1994 Oct-1994 Nov-1994 Dec-1994 Jan-1995 Feb-1995 Mar-1995 Apr-1995 May-1995 Jun-1995 Jul-1995 Aug-1995 Sep-1995 Oct-1995 Nov-1995 Dec-1995 Jan-1996 Feb-1996 Mar-1996 Apr-1996 May-1996 Jun-1996 Jul-1996 Aug-1996 Sep-1996 Oct-1996 Nov-1996 Dec-1996 Jan-1997 Feb-1997 Mar-1997 Apr-1997 May-1997 Jun-1997 Jul-1997 Aug-1997 Sep-1997 Oct-1997 Nov-1997 Dec-1997 Jan-1998 Feb-1998 Mar-1998 Apr-1998 May-1998 Jun-1998 Jul-1998 Aug-1998 Sep-1998 Oct-1998 Nov-1998 Dec-1998 Jan-1999 Feb-1999 Mar-1999 Apr-1999 May-1999 Jun-1999 Jul-1999 Aug-1999 Sep-1999 Oct-1999 Nov-1999 Dec-1999 Jan-2000 Feb-2000 Mar-2000 Apr-2000 May-2000 Jun-2000 Jul-2000 Aug-2000 Sep-2000 Oct-2000 Nov-2000 Dec-2000 Jan-2001 Feb-2001 Mar-2001 Apr-2001 May-2001 Jun-2001 Jul-2001 Aug-2001 Sep-2001 Oct-2001 Nov-2001 Dec-2001 Jan-2002 Feb-2002 Mar-2002 Apr-2002 May-2002 Jun-2002 Jul-2002 Aug-2002 Sep-2002 Oct-2002 Nov-2002 Dec-2002 Jan-2003 Feb-2003 Mar-2003 Apr-2003 May-2003 Jun-2003 Jul-2003 Aug-2003 Sep-2003 Oct-2003 Nov-2003 Dec-2003 Jan-2004 Feb-2004 Mar-2004 Apr-2004 May-2004 Jun-2004 Jul-2004 Aug-2004 Sep-2004 Oct-2004 Nov-2004 Dec-2004 Jan-2005 Feb-2005 Mar-2005 Apr-2005 May-2005 Jun-2005 Jul-2005 Aug-2005 Sep-2005 Oct-2005 Nov-2005 Dec-2005 Jan-2006 Feb-2006 Mar-2006 Apr-2006 May-2006 Jun-2006 Jul-2006 Aug-2006 Sep-2006 Oct-2006 Nov-2006 Dec-2006 Jan-2007 Feb-2007 Mar-2007 Apr-2007 May-2007 Jun-2007 Jul-2007 Aug-2007 Sep-2007 Oct-2007 Nov-2007 Dec-2007 Jan-2008 Feb-2008 Mar-2008 Apr-2008 May-2008 Jun-2008 Jul-2008 Aug-2008 Sep-2008 Oct-2008 Nov-2008 Dec-2008 Jan-2009 Feb-2009 Mar-2009 Apr-2009 May-2009 Jun-2009 Jul-2009 Aug-2009 Sep-2009 Oct-2009 Nov-2009 Dec-2009 Jan-2010 Feb-2010 Mar-2010 Apr-2010 May-2010 Jun-2010 Jul-2010 Aug-2010 Sep-2010 Oct-2010 Nov-2010 Dec-2010 Jan-2011 Feb-2011 Mar-2011 Apr-2011 May-2011 Jun-2011 Jul-2011 Aug-2011 Sep-2011
99120 129770 149610 190310 286710 484540 766990 515390 694800 254370 10889 0 283 51596 104690 191480 313780 729730 762480 1239600 413980 94375 0 0 0 0 99990 380080 1128900 1211000 2916700 2043200 2712400 1801900 152330 60659 92043 116500 150450 349980 540930 517230 684800 489730 556580 43725 0 0 0 0 0 51048 3011700 3108700 3659300 2510900 2607200 1815000 623160 81243 115250 127000 166060 1978200 2676200 4014500 2363800 2340300 2159900 662020 82697 0 50243 97340 1892500 4518400 5509600 2016400 1487000 1487700 762950 224280 117780 163110 149100 204030 496240 585130 2751300 2677200 3815000 2242300 2530800 2428200 740410 82756 135830 181990 1388400 1612900 2190000 2624500 2487900 1999500 2202200 1565500 123990 34514 90128 122040 392310 523430 1778300 1881500 2005000 2315400 1554700 968200 130560 5529 45954 100630 143440 238750 278970 324750 763100 459030 344450 5553 0 0 0 0 0 748560 1943600 1370500 1104100 1604200 945260 371590 26416 0 0 12897 140690 2338600 3222000 2148500 2034300 2212700 2083100 1140400 138340 112910 115100 118810 223700 983520 1211200 2372700 1962600 1643900 1300600 389520 16949 0 0 98336 142220 1029300 1016800 1988600 1244700 1309700 2028900 1108300 121460 0 26488 83883 516380 4804000 5066000 3737500 1948800 2197500 3197800 1457800 97138 18336 77471 103290 398370 2128200 1153800 1123400 1728900 1026500 820250 95048 0 0 0 130680 203580 542780 899830 1318700 1338700 1290800 2175300 882150 63512 0 14650 74599 361100 318810 506900 706670 1272500 1154200 1377500 521050 17347 0 2261 66497 107300 258950 1021400 1025900 1173700 1630900 1598200 2136800 276260 30135 81045 227980 724740 1946400 1724900 1183400 2207500 2519400 2116700 2223900 942570 131200 116070
98120 129370 149210 189950 286560 484720 767640 515490 695170 253930 10248 0 0 50937 104230 191040 313360 729990 762920 1240000 413770 93783 0 0 0 0 99217 379580 1129600 1211600 2917000 2043700 2712700 1802200 151700 60008 91577 116060 150020 349550 541000 517350 685190 489700 556610 43065 0 0 0 0 0 49445 3012200 3109000 3659700 2511400 2607500 1815300 623220 80613 114810 126570 165640 1978700 2676800 4014700 2364200 2340700 2160200 662220 82080 0 49632 96883 1893000 4518800 5509900 2017000 1487600 1488200 763390 223730 117240 162710 148710 203630 496390 585500 2751900 2677600 3815300 2242700 2531100 2428400 740780 82129 135400 181580 1389100 1613500 2190600 2625000 2488300 1999900 2202400 1565800 123330 33848 89653 121590 391890 523500 1778900 1882000 2005500 2315900 1555100 968730 129970 4668 45429 100180 143000 238310 278550 324510 763640 458960 344130 4809 0 0 0 0 0 747940 1944200 1371100 1104700 1604600 945730 371280 25748 0 0 11630 140190 2339300 3222500 2149200 2034900 2213200 2083500 1140800 137680 112260 114640 118370 223250 984060 1211800 2373500 1963200 1644400 1301000 389300 16327 0 0 97775 141760 1030000 1017500 1989600 1245300 1310200 2029300 1108800 120890 0 25822 83420 515930 4804400 5066400 3737800 1949400 2197900 3198000 1458100 96501 17707 77010 102860 398300 2128600 1154400 1124200 1729400 1027100 820570 94434 0 0 0 129950 203060 542440 900540 1319400 1339300 1291300 2175500 882330 62869 0 13930 74109 360580 318380 506850 707130 1273000 1154700 1377900 520710 16676 0 0 65886 106830 258480 1021700 1026600 1174300 1631500 1598600 2137000 275710 29507 80597 227590 724960 1947000 1725400 1184100 2208000 2519800 2117000 2224200 943020 130660 115640
98119 128850 148690 189460 286290 484780 768170 515460 695410 253350 9473 0 0 50126 103640 190470 312800 730120 763240 1240400 413430 93052 0 0 0 0 98283 378930 1130100 1212100 2917300 2044000 2712800 1802400 150920 59217 90974 115490 149450 348980 540940 517340 685460 489540 556500 42265 0 0 0 0 0 47563 3012600 3109200 3660000 2511700 2607700 1815500 623140 79839 114230 126020 165090 1979200 2677500 4014900 2364600 2341000 2160400 662270 81313 0 48870 96290 1893400 4519100 5510100 2017400 1488100 1488600 763720 223040 116570 162180 148190 203100 496430 585760 2752400 2677900 3815500 2243000 2531400 2428500 741010 81360 134840 181030 1389600 1614000 2191200 2625300 2488600 2000200 2202500 1565900 122530 33043 89039 121020 391340 523450 1779400 1882400 2005900 2316200 1555400 969150 129250 3548 44762 99599 142430 237720 278000 324150 764050 458760 343680 3856 0 0 0 0 0 747160 1944600 1371700 1105200 1605000 946100 370830 24941 0 0 10039 139530 2339900 3222900 2149800 2035300 2213500 2083800 1141000 136870 111460 114050 117810 222660 984480 1212300 2374200 1963600 1644800 1301400 388930 15567 0 0 97056 141160 1030500 1018100 1990600 1245900 1310700 2029500 1109100 120180 0 24995 82821 515380 4804800 5066600 3738100 1949800 2198300 3198000 1458300 95720 16940 76412 102300 398080 2128900 1154900 1124900 1729800 1027500 820750 93680 0 0 0 129060 202380 541960 901140 1320200 1339800 1291700 2175700 882370 62088 0 13053 73483 359920 317810 506670 707460 1273500 1155100 1378200 520230 15867 0 0 65121 106210 257860 1022000 1027200 1174800 1631900 1599000 2137100 275000 28741 80014 227050 725060 1947500 1725900 1184700 2208500 2520100 2117300 2224300 943360 129980 115080
97119 128290 148130 188930 285940 484700 768540 515320 695510 252750 8736 0 0 49320 103020 189870 312210 730110 763390 1240600 413030 92339 0 0 0 0 97366 378240 1130500 1212400 2917300 2044200 2712700 1802400 150170 58455 90356 114900 148860 348370 540750 517200 685570 489280 556290 41502 0 0 0 0 0 45776 3012700 3109200 3660100 2511800 2607700 1815600 622970 79093 113640 125430 164510 1979400 2677700 4014700 2364700 2341100 2160500 662220 80567 0 48114 95674 1893500 4519100 5509900 2017600 1488400 1488800 763950 222360 115910 161620 147630 202540 496320 585840 2752600 2678000 3815400 2243100 2531400 2428500 741160 80621 134250 180450 1390000 1614200 2191400 2625400 2488700 2000300 2202500 1566000 121770 32279 88413 120410 390740 523280 1779600 1882600 2006100 2316300 1555500 969460 128550 2426 44092 98993 141840 237110 277420 323710 764300 458470 343200 2916 0 0 0 0 0 746340 1944800 1372100 1105500 1605100 946360 370340 24174 0 0 8466 138860 2340200 3222900 2150200 2035500 2213700 2083900 1141200 136100 110690 113430 117210 222050 984720 1212700 2374600 1963800 1645000 1301600 388520 14829 0 0 96326 140540 1030800 1018400 1991100 1246200 1310900 2029600 1109300 119490 0 24190 82203 514750 4804800 5066600 3738100 1950000 2198400 3197900 1458400 94975 16201 75799 101720 397780 2129000 1155300 1125300 1730100 1027800 820810 92954 0 0 0 128190 201710 541420 901560 1320600 1340100 1292000 2175700 882300 61340 0 12209 72841 359230 317200 506380 707610 1273800 1155300 1378400 519700 15101 0 0 64354 105580 257220 1022000 1027600 1175100 1632200 1599200 2137200 274310 28005 79411 226460 725010 1947700 1726100 1185100 2208700 2520200 2117400 2224400 943580 129310 114500
97118 127510 147350 188170 285320 484290 768460 514840 695210 251920 7832 0 0 48327 102190 189040 311370 729720 763140 1240400 412350 91431 0 0 0 0 96267 377310 1130400 1212300 2916800 2043900 2712200 1802000 149230 57515 89528 114090 148060 347520 540240 516740 685280 488720 555760 40562 0 0 0 0 0 43625 3012300 3108700 3659600 2511400 2607200 1815200 622450 78160 112820 124630 163700 1979100 2677600 4014100 2364300 2340700 2160000 661800 79632 0 47163 94850 1893200 4518600 5509200 2017300 1488200 1488600 763750 221460 115030 160840 146860 201760 495910 585570 2752300 2677600 3814800 2242800 2530900 2427900 740870 79694 133440 179650 1389800 1614000 2191300 2625000 2488300 2e+06 2202100 1565600 120820 31342 87576 119600 389890 522780 1779400 1882400 2005900 2315900 1555200 969290 127640 224 43220 98175 141020 236260 276590 323010 764110 457890 342450 1269 0 0 0 0 0 745250 1944600 1372000 1105400 1604800 946160 369590 23237 0 0 5886 137970 2340100 3222500 2150000 2035300 2213400 2083500 1140900 135130 109730 112600 116410 221200 984510 1212500 2374600 1963600 1644800 1301300 387830 13921 0 0 95393 139700 1030700 1018400 1991300 1246100 1310800 2029200 1109100 118590 0 23188 81377 513930 4804400 5066000 3737600 1949800 2198100 3197300 1458100 94039 15288 74976 100920 397170 2128700 1155200 1125300 1729800 1027700 820460 92036 0 0 0 127120 200800 540610 901500 1320700 1340000 1291800 2175200 881840 60411 0 11183 71995 358300 316360 505790 707350 1273700 1155100 1378100 518900 14169 0 0 63391 104740 256350 1021600 1027500 1175000 1631900 1598900 2136700 273390 27094 78597 225650 724590 1947500 1725900 1185100 2208500 2519800 2117000 2223900 943340 128430 113700
96118 126110 145940 186790 284160 483480 768280 513950 694620 250440 6247 0 0 46538 100700 187550 309860 728950 762600 1240000 411120 89826 0 0 0 0 94288 375640 1130100 1212000 2915800 2043200 2711200 1801200 147570 55855 88044 112630 146590 345990 539270 515840 684700 487670 554760 38908 0 0 0 0 0 39990 3011400 3107600 3658600 2510600 2606300 1814500 621490 76514 111360 123190 162240 1978500 2677000 4012800 2363600 2339900 2159200 661030 77984 0 45464 93359 1892600 4517400 5507700 2016800 1487900 1488200 763420 219880 113480 159420 145450 200340 495070 584980 2751700 2676700 3813600 2242000 2530000 2427000 740380 78062 131980 178190 1389500 1613600 2190800 2624200 2487500 1999300 2201200 1565000 119160 29701 86079 118130 388360 521820 1778900 1881800 2005300 2315200 1554600 969030 126050 0 41664 96700 139560 234740 275100 321730 763710 456800 341110 0 0 0 0 0 0 743310 1944000 1371700 1105200 1604300 945860 368240 21590 0 0 596 136370 2339600 3221600 2149600 2034700 2212700 2082800 1140400 133430 108020 111120 114960 219680 984080 1212200 2374300 1963000 1644200 1300800 386600 12316 0 0 93708 138190 1030500 1018200 1991300 1245900 1310400 2028500 1108700 117000 0 21410 79885 512370 4803200 5064600 3736500 1949200 2197400 3196100 1457500 92396 13676 73501 99480 396040 2127900 1155000 1125300 1729300 1027400 819800 90418 0 0 0 125230 199180 539130 901380 1320600 1339700 1291400 2174400 881000 58779 0 9358 70470 356640 314830 504670 706810 1273300 1154800 1377600 517470 12535 0 0 61658 103230 254780 1020900 1027400 1174700 1631400 1598300 2135800 271770 25484 77138 224180 723770 1947000 1725500 1184900 2208000 2519000 2116200 2223000 942930 126880 112260
95118 125060 144880 185740 283240 482760 767950 513180 694020 249340 5099 0 0 45229 99590 186440 308730 728230 762030 1239500 410160 88660 0 0 0 0 92857 374420 1129800 1211600 2914800 2042500 2710200 1800500 146370 54655 86946 111550 145510 344850 538450 515060 684100 486810 553930 37714 0 0 0 0 0 37499 3010400 3106500 3657400 2509800 2605400 1813800 620680 75323 110270 122110 161160 1977800 2676300 4011500 2362800 2339100 2158400 660340 76794 0 44220 92252 1891900 4516000 5506100 2016100 1487400 1487600 763030 218720 112330 158350 144390 199260 494320 584370 2750800 2675800 3812300 2241300 2529100 2426100 739860 76881 130900 177110 1389000 1613100 2190100 2623300 2486700 1998600 2200300 1564300 117980 28520 84974 117050 387230 521010 1778300 1881100 2004600 2314400 1554000 968680 124900 0 40517 95606 138470 233620 273990 320730 763220 455920 340090 0 0 0 0 0 0 741910 1943400 1371300 1104800 1603700 945500 367220 20400 0 0 0 135200 2338900 3220600 2149000 2034000 2211900 2082000 1139900 132210 106800 110020 113880 218560 983560 1211800 2373600 1962400 1643700 1300400 385640 11149 0 0 92470 137080 1030200 1017900 1990800 1245500 1309900 2027800 1108300 115850 0 20116 78777 511190 4801800 5063200 3735300 1948600 2196700 3195000 1456900 91211 12504 72408 98406 395140 2127200 1154600 1125000 1728700 1027100 819160 89248 0 0 0 123880 198000 538020 901100 1320300 1339200 1290900 2173600 880250 57601 0 8031 69341 355430 313700 503770 706240 1272900 1154300 1377000 516390 11356 0 0 60389 102100 253630 1020200 1027000 1174300 1630900 1597800 2135000 270600 24314 76054 223080 723030 1946300 1724900 1184500 2207300 2518100 2115400 2222200 942470 125740 111200
95117 121900 141690 182510 280050 479610 764990 509950 690840 245950 2054 0 0 41846 96391 183130 305270 724900 758840 1236100 406780 85403 0 0 0 0 89235 370760 1126500 1208200 2910000 2038400 2705500 1796500 143000 51416 83779 108370 142280 341330 535130 511830 680940 483480 550580 34511 0 0 0 0 0 32210 3005600 3101600 3652300 2505300 2600800 1809800 617290 72055 107090 118920 157910 1973700 2672000 4006000 2358500 2334800 2154100 657060 73524 0 40926 89068 1887900 4510400 5499800 2012100 1483900 1484000 759980 215310 109070 155130 141200 195990 491150 581300 2746400 2671200 3807000 2237000 2524600 2421600 736690 73624 127680 173840 1385600 1609400 2186100 2618800 2482300 1994500 2196000 1560500 114670 25365 81799 113850 383670 517730 1774500 1877200 2000600 2310100 1550300 965530 121610 0 37360 92432 135240 230230 270580 317410 760100 452600 336700 0 0 0 0 0 0 737720 1939400 1367900 1101600 1600000 942340 363800 17251 0 0 0 131860 2334800 3215800 2145100 2030000 2207700 2077800 1136500 128830 103440 106820 110700 215180 980250 1208500 2369700 1958400 1639900 1296900 382280 8064 0 0 89106 133810 1027000 1014700 1987300 1242200 1306500 2023700 1104900 112570 0 16797 75608 507530 4796200 5057200 3730100 1944600 2192500 3190000 1453200 87926 9403 69269 95258 391830 2123000 1151400 1121900 1724900 1023900 815840 85986 0 0 0 120310 194570 534360 898090 1317100 1335800 1287500 2169300 876750 54383 0 4721 66159 351800 310220 500390 703090 1269500 1150900 1373400 512780 8257 0 0 57029 98884 250180 1016700 1023900 1171000 1627100 1594000 2130700 267100 21181 72922 219740 719660 1942300 1721100 1181300 2203200 2513700 2111200 2217900 939210 122470 108040
94117 119970 139780 180650 278350 478150 763920 508490 689580 244100 0 0 0 39557 94389 181230 303470 723590 757630 1235100 405130 83334 0 0 0 0 86937 368930 1125600 1207300 2909400 2037700 2704900 1795700 141000 49259 81764 106410 140350 339540 533660 510360 679670 481940 549100 32317 0 0 0 0 0 28792 3005000 3101000 3651800 2504700 2600100 1808900 615870 69942 105120 116970 156000 1973000 2671500 4005500 2357800 2334100 2153400 655730 71415 0 38697 87051 1887100 4510100 5499700 2011400 1483000 1483200 758860 213410 107060 153220 139290 194130 489690 579980 2745800 2670600 3806500 2236300 2523900 2420800 735490 71522 125740 171940 1384700 1608600 2185400 2618100 2481600 1993800 2195300 1559600 112640 23170 79775 111890 381910 516250 1773800 1876400 1999800 2309400 1549400 964530 119620 0 35207 90433 133300 228360 268760 315680 758940 451030 334960 0 0 0 0 0 0 735990 1938600 1367000 1100700 1599100 941320 362090 15017 0 0 0 129850 2334100 3215200 2144500 2029300 2207000 2077100 1135600 126790 101350 104840 108740 213300 979170 1207600 2369100 1957700 1639100 1295900 380610 5816 0 0 86972 131850 1026000 1013800 1986700 1241300 1305600 2022900 1103900 110550 0 14455 73565 505820 4795900 5057000 3729700 1943900 2191800 3189400 1452300 85848 7156 67229 93280 390210 2122200 1150500 1121000 1724100 1023000 814610 83917 0 0 0 118140 192630 532710 897110 1316300 1334900 1286600 2168500 875500 52251 0 2306 64081 349970 308410 498850 701860 1268600 1149900 1372500 511130 6006 0 0 54808 96871 248300 1015500 1023000 1170100 1626300 1593200 2129900 265220 18974 70898 217880 718340 1941600 1720300 1180500 2202500 2513000 2110400 2217100 938130 120490 106080
94116 122790 142660 183650 281680 482040 768540 512400 693900 247200 2120 0 0 41782 97068 184190 306710 727900 762090 1240300 408680 85909 0 0 0 0 89249 372210 1130700 1212500 2916200 2043800 2711500 1801400 143760 51662 84403 109160 143210 342840 537570 514270 683990 485720 553010 34634 0 0 0 0 0 29500 3012000 3108000 3659400 2511200 2606700 1814700 619900 72438 107860 119770 158900 1979000 2678400 4013300 2364200 2340400 2159500 659910 73919 0 40985 89704 1893000 4518400 5508700 2017500 1488600 1488700 763380 216390 109740 156120 142160 197140 493580 584140 2752700 2677300 3814200 2242600 2530400 2427200 739900 74035 128550 174890 1390100 1614300 2191800 2624800 2488100 1999800 2201400 1565100 115330 25465 82398 114660 385300 520150 1779600 1882400 2005900 2315700 1555000 969390 122340 1 37579 93112 136130 231420 271930 319050 763450 454740 338320 387 0 0 0 0 0 739790 1944600 1372400 1105800 1604700 946140 365500 17238 0 0 0 132580 2340700 3222500 2150800 2035500 2213200 2083200 1140600 129470 103930 107570 111500 216320 983980 1212800 2375800 1963700 1644800 1301200 384110 7987 0 0 89482 134650 1030900 1018800 1993200 1246600 1310900 2028900 1108900 113230 0 16532 76161 509430 4804500 5065800 3737300 1950000 2198000 3196400 1457700 88417 9332 69812 95993 393780 2128300 1155600 1126200 1729900 1027900 819090 86492 0 0 0 120650 195540 536410 901970 1321800 1340300 1291800 2174600 879990 54690 0 4247 66615 353220 311650 502640 706250 1273800 1155000 1377800 514790 8175 0 0 57147 99545 251390 1020300 1028000 1175300 1632000 1598800 2136000 268310 21241 73506 220940 722620 1947600 1726100 1185700 2208900 2519500 2116500 2223300 942870 123230 108840
93116 125160 145170 186430 285060 486410 774110 516890 699120 250310 3042 0 0 43230 99203 186950 310150 733210 767580 1247400 412640 87909 0 0 0 0 91096 375930 1137500 1219600 2927600 2053200 2722400 1810100 146210 53312 86435 111410 145700 346450 542140 518760 689190 490060 557610 36084 0 0 0 0 0 29894 3023600 3119800 3672400 2521700 2617400 1823500 624770 74299 110100 122100 161510 1988200 2689300 4026900 2374400 2350600 2169200 664980 75796 0 42472 91773 1902000 4532900 5524900 2026800 1496500 1496600 768890 219300 111950 158710 144660 199990 497990 588960 2763800 2688100 3827400 2252500 2541000 2437400 745290 75918 130940 177600 1397800 1622500 2201600 2635600 2498600 2009100 2211100 1573200 117580 26816 84409 116950 389120 524650 1788400 1891300 2015200 2325800 1563000 975660 124660 303 39092 95221 138580 234450 275190 322590 768970 458940 341920 932 0 0 0 0 0 744910 1953700 1380000 1112500 1612900 952310 369240 18447 0 0 0 134950 2350800 3234600 2160600 2044900 2223000 2092700 1147500 131800 106050 109800 113770 219260 990210 1219800 2386200 1973000 1653200 1308600 387960 9035 0 0 91457 137070 1037400 1025200 2002600 1253900 1318300 2038300 1115500 115470 0 17636 78107 513750 4819500 5081300 3750400 1959200 2207800 3208400 1465500 90430 10406 71710 98142 397700 2137800 1162600 1133100 1738500 1034500 824740 88498 0 0 0 122820 198330 540880 908030 1329300 1347800 1299100 2184200 885800 56388 0 5071 68456 356850 315110 507040 711550 1281100 1161700 1385300 519170 9227 0 0 58792 101690 254520 1026600 1034500 1182200 1640200 1607000 2145600 271520 22526 75445 223930 727910 1956800 1734800 1192800 2218700 2530000 2126000 2233100 948960 125560 111100
63208 2753 4933 5823 10232 19132 29732 23632 36231 20732 3653 1053 913 1513 3883 11832 10432 30431 30331 59330 29232 6853 4283 537 2282 5632 7042 13832 39131 48631 129630 88130 130630 95330 17832 5053 4242 5412 6652 12932 19232 18932 27231 25332 35031 9732 1043 323 208 712 832 4682 116690 137630 151680 106630 122630 94530 38531 7983 4363 5792 7542 76530 90523 178630 100630 103630 106630 44331 12232 2873 2493 5132 81629 183680 234700 81133 58431 64930 47331 20432 6513 2503 3323 7162 14832 19132 104650 114630 168640 98230 117630 121630 49331 10233 6022 9042 47830 63830 79468 111630 106630 90830 113630 87630 19732 6232 5162 6202 15032 19232 65931 78630 82338 99037 79630 47431 10833 1673 2113 4342 7132 8442 8582 10932 30131 22232 31131 4433 549 291 172 136 5341 29931 76663 48453 42932 73030 52231 30831 5663 1243 923 1413 7082 82425 137670 79374 84556 84746 103630 74930 15032 7622 4402 5942 9552 29631 41331 77512 83637 75130 69630 32032 6433 1083 1163 4282 7982 42231 41931 38097 41535 48531 100630 49031 11333 1913 1363 3103 18332 191710 207710 156650 78245 95031 154630 81930 15932 4643 4212 5682 20431 67530 51531 40260 76430 47531 40831 12032 3353 576 459 8932 9732 21732 29832 38193 55132 49031 100630 42931 8673 1983 1453 3272 11832 11032 19132 23232 45931 38031 67030 24632 3173 833 455 1513 4282 6452 38031 34032 40131 62930 79530 110630 23332 3603 3233 10732 27431 73047 72939 40551 82584 100630 84830 108630 45631 8263 5462
63207 2803 4982 5872 10282 19181 29781 23681 36280 20781 3703 1103 962 1562 3933 11882 10482 30480 30380 59378 29280 6902 4332 586 2332 5681 7091 13881 39181 48679 129670 88178 130680 95377 17882 5102 4292 5462 6702 12981 19281 18981 27280 25380 35079 9782 1093 372 225 760 881 4731 116800 137680 151770 106680 122690 94578 38580 8032 4412 5841 7591 76577 90656 178680 100680 103680 106680 44380 12282 2922 2542 5181 81675 183770 234810 81185 58480 64978 47379 20481 6562 2552 3372 7212 14882 19181 104710 114680 168700 98279 117680 121680 49380 10282 6072 9091 47878 63878 79552 111680 106680 90877 113680 87677 19781 6282 5212 6252 15082 19281 65980 78678 82394 99091 79678 47480 10882 1723 2162 4392 7181 8492 8632 10981 30180 22281 31180 4482 598 340 155 74 5388 29979 76741 48523 42981 73078 52279 30880 5712 1292 972 1462 7131 82562 137750 79463 84628 84809 103680 74978 15082 7672 4452 5991 9601 29679 41380 77637 83692 75179 69678 32080 6482 1132 1212 4331 8031 42279 41980 38300 41589 48581 100680 49080 11382 1963 1412 3152 18380 191840 207840 156720 78307 95080 154670 81978 15982 4692 4262 5731 20480 67578 51580 40336 76479 47580 40880 12082 3402 625 508 8982 9782 21781 29882 38299 55182 49080 100680 42980 8722 2032 1502 3322 11881 11081 19180 23281 45979 38080 67078 24681 3223 882 504 1562 4332 6502 38079 34081 40180 62978 79577 110680 23381 3652 3282 10781 27479 73111 72995 40618 82682 100680 84878 108680 45680 8312 5512
63206 2512 4692 5582 9992 18891 29492 23391 35989 20491 3412 812 671 1272 3644 11592 10193 30189 30090 59087 28990 6612 4041 295 2040 5390 6800 13590 38893 48388 129380 87887 130380 95087 17591 4811 4001 5170 6411 12690 18990 18690 26989 25090 34789 9491 802 81 0 469 590 4440 116520 137390 151480 106390 122400 94287 38289 7741 4121 5550 7301 76289 90377 178390 100390 103390 106390 44089 11991 2631 2251 4890 81385 183490 234530 80896 58190 64688 47089 20190 6271 2261 3081 6922 14593 18891 104420 114390 168410 97988 117390 121390 49089 9991 5780 8800 47589 63588 79267 111390 106390 90587 113390 87387 19491 5991 4921 5961 14793 18991 65694 78388 82105 98801 79388 47189 10591 1432 1871 4101 6890 8201 8341 10691 29889 21990 30889 4192 308 49 0 0 5097 29691 76455 48235 42691 72787 51988 30589 5421 1001 681 1171 6840 82284 137470 79179 84340 84519 103390 74688 14791 7381 4161 5700 9310 29389 41090 77358 83403 74889 69388 31790 6191 841 921 4040 7740 41988 41691 38029 41300 48290 100390 48789 11091 1672 1121 2861 18089 191560 207560 156430 78018 94790 154380 81688 15691 4401 3970 5440 20189 67288 51290 40050 76189 47289 40589 11791 3111 334 217 8693 9491 21492 29595 38017 54892 48789 100390 42689 8431 1741 1211 3031 11590 10790 18890 22992 45689 37789 66787 24390 2932 591 213 1271 4041 6211 37789 33793 39889 62687 79287 110390 23091 3362 2991 10490 27188 72825 72705 40330 82398 100390 84588 108390 45389 8021 5221
64206 2830 5014 5902 10313 19213 29829 23714 36308 20809 3729 1126 985 1589 3974 11919 10519 30506 30408 59404 29306 6927 4354 607 2352 5702 7114 13904 39236 48707 129700 88206 130700 95407 17907 5126 4313 5484 6725 13005 19305 19006 27305 25406 35104 9805 1114 391 282 776 900 4752 116920 137710 151860 106720 122720 94607 38606 8055 4433 5864 7615 76625 90799 178720 100710 103710 106710 44407 12305 2943 2562 5203 81700 183890 234920 81224 58512 65007 47406 20506 6585 2575 3396 7243 14923 19215 104790 114710 168750 98310 117710 121710 49407 10305 6093 9113 47915 63913 79636 111720 106710 90907 113700 87704 19806 6304 5234 6280 15130 19313 66053 78709 82435 99125 79707 47506 10906 1745 2183 4414 7204 8515 8656 11006 30205 22306 31204 4506 620 358 255 214 5403 30027 76812 48583 43010 73105 52306 30905 5735 1313 992 1483 7153 82722 137840 79560 84682 84850 103710 75006 15106 7696 4473 6014 9624 29704 41419 77788 83733 75210 69706 32106 6505 1153 1232 4353 8054 42310 42019 38529 41631 48611 100710 49107 11406 1985 1434 3174 18404 191990 207980 156790 78352 95112 154710 82007 16007 4714 4283 5754 20503 67618 51618 40408 76510 47608 40906 12106 3424 647 529 9025 9811 21826 29945 38409 55215 49108 100700 43006 8745 2054 1523 3343 11904 11105 19205 23320 46010 38106 67104 24707 3245 903 524 1583 4354 6524 38110 34133 40208 63005 79605 110700 23407 3675 3303 10803 27503 73184 73036 40674 82768 100710 84908 108700 45706 8336 5534
